710,8
709,10
708,14
707,17
706,21
705,28
704,33
703,38
702,50
701,61
700,70
699,79
698,96
697,110
696,121
695,142
694,161
693,179
692,194
691,215
690,240
689,271
688,304
687,335
686,363
685,406
684,445
683,485
682,541
681,592
680,660
679,712
678,778
677,848
676,911
675,1001
674,1073
673,1161
672,1246
671,1349
670,1443
669,1532
668,1647
667,1761
666,1880
665,1989
664,2108
663,2235
662,2372
661,2530
660,2683
659,2828
658,3002
657,3182
656,3366
655,3541
654,3724
653,3890
652,4102
651,4309
650,4509
649,4708
648,4944
647,5153
646,5378
645,5610
644,5855
643,6143
642,6426
641,6675
640,6938
639,7232
638,7525
637,7835
636,8172
635,8514
634,8899
633,9205
632,9568
631,9911
630,10263
629,10646
628,11009
627,11384
626,11829
625,12214
624,12612
623,13033
622,13456
621,13877
620,14330
619,14804
618,15239
617,15728
616,16204
615,16718
614,17242
613,17764
612,18308
611,18865
610,19394
609,19907
608,20450
607,21042
606,21609
605,22190
604,22781
603,23371
602,23979
601,24603
600,25222
599,25801
598,26449
597,27080
596,27681
595,28327
594,28995
593,29618
592,30223
591,30925
590,31617
589,32294
588,32987
587,33704
586,34444
585,35153
584,35830
583,36545
582,37301
581,38040
580,38773
579,39513
578,40257
577,40999
576,41734
575,42554
574,43358
573,44140
572,44919
571,45711
570,46526
569,47294
568,48089
567,48911
566,49690
565,50497
564,51296
563,52195
562,52978
561,53794
560,54562
559,55364
558,56259
557,57029
556,57863
555,58677
554,59476
553,60303
552,61118
551,61907
550,62669
549,63533
548,64321
547,65146
546,65926
545,66737
544,67580
543,68342
542,69144
541,69916
540,70697
539,71517
538,72321
537,73164
536,73927
535,74677
534,75419
533,76178
532,76950
531,77680
530,78450
529,79230
528,79989
527,80804
526,81555
525,82307
524,83015
523,83790
522,84508
521,85217
520,85941
519,86672
518,87406
517,88135
516,88843
515,89540
514,90188
513,90857
512,91545
511,92227
510,92940
509,93613
508,94284
507,94969
506,95619
505,96316
504,96983
503,97681
502,98392
501,98990
500,99623
499,100274
498,100898
497,101552
496,102199
495,102824
494,103452
493,104082
492,104666
491,105291
490,105957
489,106552
488,107203
487,107739
486,108333
485,108917
484,109515
483,110127
482,110747
481,111303
480,111873
479,112432
478,112982
477,113575
476,114114
475,114678
474,115271
473,115821
472,116380
471,116946
470,117520
469,118085
468,118625
467,119191
466,119758
465,120340
464,120883
463,121434
462,121996
461,122553
460,123094
459,123646
458,124208
457,124689
456,125187
455,125736
454,126255
453,126756
452,127285
451,127781
450,128299
449,128828
448,129368
447,129875
446,130344
445,130891
444,131398
443,131901
442,132396
441,132906
440,133386
439,133882
438,134397
437,134893
436,135390
435,135898
434,136402
433,136872
432,137378
431,137871
430,138344
429,138841
428,139336
427,139825
426,140312
425,140769
424,141255
423,141699
422,142167
421,142629
420,143126
419,143607
418,144071
417,144535
416,145003
415,145482
414,145912
413,146377
412,146817
411,147246
410,147723
409,148221
408,148698
407,149167
406,149601
405,150056
404,150517
403,150954
402,151348
401,151809
400,152293
399,152729
398,153164
397,153572
396,153996
395,154424
394,154837
393,155307
392,155768
391,156219
390,156650
389,157083
388,157541
387,157965
386,158355
385,158786
384,159168
383,159556
382,159968
381,160383
380,160826
379,161265
378,161627
377,162033
376,162448
375,162867
374,163295
373,163763
372,164168
371,164578
370,164991
369,165398
368,165814
367,166249
